no,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average,status
934,female,group B,some college,free/reduced,none,,sometimes,no,1,school_bus,10-May,60,67,67,64.66666667,Average
935,male,group D,associate's degree,standard,completed,divorced,regularly,no,5,private,> 10,81,69,74,74.66666667,Average
936,male,group C,some high school,free/reduced,none,single,never,yes,1,school_bus,10-May,72,65,65,67.33333333,Average
937,male,group D,associate's degree,standard,,married,,no,3,school_bus,< 5,97,94,97,96,Good
938,male,group C,some college,standard,none,divorced,sometimes,yes,2,private,,58,54,57,56.33333333,Average
939,male,group E,some college,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,62,58,61,60.33333333,Average
940,male,group C,some high school,free/reduced,none,married,sometimes,yes,3,private,10-May,49,51,47,49,Poor
941,male,group C,some college,free/reduced,none,married,sometimes,no,2,,10-May,63,70,66,66.33333333,Average
942,male,group A,associate's degree,standard,none,married,regularly,yes,4,,> 10,74,76,72,74,Average
943,male,group B,some high school,standard,completed,married,sometimes,no,,private,< 5,81,85,76,80.66666667,Good
944,female,group C,some high school,standard,completed,married,regularly,yes,1,school_bus,10-May,82,92,93,89,Good
945,male,group D,,standard,completed,married,sometimes,yes,3,school_bus,,72,67,72,70.33333333,Average
946,male,group E,high school,standard,completed,single,regularly,yes,1,school_bus,10-May,67,58,58,61,Average
947,male,group C,high school,standard,completed,divorced,regularly,no,2,private,10-May,76,70,72,72.66666667,Average
948,male,group C,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,10-May,43,46,45,44.66666667,Poor
949,male,group A,bachelor's degree,free/reduced,none,widowed,never,no,1,private,10-May,63,66,64,64.33333333,Average
950,male,group E,some college,standard,none,married,regularly,no,3,private,> 10,99,76,75,83.33333333,Good
951,female,group D,high school,standard,none,married,sometimes,no,1,school_bus,10-May,70,79,74,74.33333333,Average
952,female,,some college,standard,completed,divorced,sometimes,yes,3,private,10-May,56,69,70,65,Average
953,female,group D,some high school,standard,none,,never,yes,2,,10-May,52,56,52,53.33333333,Average
954,female,group E,some high school,standard,,,regularly,yes,4,school_bus,10-May,77,87,79,81,Good
955,male,group D,high school,standard,completed,single,never,yes,3,private,10-May,82,74,76,77.33333333,Good
956,female,group E,,standard,none,single,sometimes,no,3,private,10-May,77,77,81,78.33333333,Good
957,female,group B,high school,free/reduced,none,married,never,yes,2,,< 5,61,76,68,68.33333333,Average
958,male,group C,,standard,completed,married,regularly,yes,3,school_bus,10-May,67,55,55,59,Average
959,male,group B,some college,standard,completed,married,sometimes,no,2,private,> 10,57,45,54,52,Average
960,female,group C,some high school,standard,none,divorced,regularly,no,1,school_bus,10-May,62,79,74,71.66666667,Average
961,female,group E,some high school,standard,none,single,regularly,yes,2,private,10-May,53,54,55,54,Average
962,male,group E,associate's degree,standard,completed,married,sometimes,no,3,private,10-May,84,81,79,81.33333333,Good
963,male,group C,bachelor's degree,standard,completed,married,regularly,no,3,private,> 10,89,76,84,83,Good
964,female,group C,some high school,standard,completed,divorced,regularly,yes,4,private,10-May,89,99,100,96,Good
965,male,group A,associate's degree,standard,none,married,sometimes,yes,3,private,10-May,72,73,71,72,Average
966,male,group A,some college,standard,completed,single,regularly,yes,4,school_bus,< 5,79,75,77,77,Good
967,female,group C,some college,standard,completed,single,regularly,yes,2,school_bus,< 5,88,97,100,95,Good
968,male,group D,some college,standard,completed,married,regularly,no,1,private,> 10,94,83,85,87.33333333,Good
971,female,group C,some high school,standard,none,single,sometimes,no,3,school_bus,< 5,59,75,70,68,Average
972,male,group D,master's degree,standard,none,married,regularly,yes,,school_bus,< 5,59,42,54,51.66666667,Average
973,male,group C,high school,standard,completed,married,sometimes,yes,5,private,10-May,70,67,68,68.33333333,Average
974,male,group E,associate's degree,standard,completed,married,sometimes,yes,0,private,< 5,73,76,68,72.33333333,Average
975,male,group E,master's degree,free/reduced,completed,single,regularly,,2,,< 5,80,68,75,74.33333333,Average
976,female,group C,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,> 10,86,95,94,91.66666667,Good
977,female,group C,,free/reduced,completed,married,regularly,yes,4,private,10-May,59,71,77,69,Average
978,male,group B,bachelor's degree,free/reduced,none,single,regularly,yes,2,,10-May,62,60,56,59.33333333,Average
979,male,group B,,standard,none,,sometimes,yes,0,private,10-May,63,51,52,55.33333333,Average
980,male,group E,some high school,free/reduced,none,married,sometimes,no,4,school_bus,10-May,86,79,77,80.66666667,Good
981,male,group A,some college,standard,none,single,sometimes,no,1,private,< 5,45,50,42,45.66666667,Poor
982,male,,some college,standard,none,married,sometimes,yes,0,school_bus,< 5,76,76,67,73,Average
983,female,group C,high school,standard,none,married,sometimes,yes,3,private,> 10,67,75,69,70.33333333,Average
984,male,group B,some college,free/reduced,completed,divorced,never,no,1,private,10-May,53,64,57,58,Average
985,male,group A,some college,free/reduced,completed,single,sometimes,yes,1,private,10-May,67,67,61,65,Average
986,male,group C,high school,standard,completed,single,sometimes,,0,school_bus,10-May,64,64,62,63.33333333,Average
987,male,,high school,free/reduced,none,married,sometimes,no,1,school_bus,10-May,56,51,46,51,Average
988,female,group B,associate's degree,standard,none,,sometimes,yes,2,school_bus,10-May,42,44,47,44.33333333,Poor
989,female,group C,associate's degree,standard,,single,sometimes,no,1,school_bus,< 5,69,86,87,80.66666667,Good
990,female,group D,,standard,none,married,sometimes,yes,0,private,10-May,60,65,63,62.66666667,Average
991,female,,high school,free/reduced,completed,single,regularly,no,1,school_bus,> 10,80,87,92,86.33333333,Good
992,female,group B,high school,standard,completed,married,regularly,yes,3,private,< 5,68,72,74,71.33333333,Average
994,male,group E,high school,standard,none,single,regularly,yes,5,private,10-May,91,78,70,79.66666667,Good
995,male,,some college,standard,none,widowed,sometimes,yes,1,school_bus,< 5,78,77,69,74.66666667,Average
996,male,group D,bachelor's degree,standard,completed,married,never,,2,school_bus,10-May,74,68,69,70.33333333,Average
997,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,2,,10-May,82,81,77,80,Good
998,male,group B,some college,standard,none,married,never,yes,1,school_bus,10-May,72,65,62,66.33333333,Average
999,female,group A,,standard,completed,married,sometimes,yes,1,private,> 10,66,72,73,70.33333333,Average
0,male,group D,some college,free/reduced,completed,married,sometimes,yes,0,school_bus,10-May,45,48,53,48.66666667,Poor
1,female,group D,some college,standard,none,married,sometimes,no,1,private,10-May,87,96,96,93,Good
2,female,group A,high school,standard,none,single,regularly,yes,3,,< 5,54,50,49,51,Average
3,male,group D,some college,standard,none,divorced,sometimes,no,1,school_bus,< 5,63,59,58,60,Average
4,male,group C,some college,free/reduced,none,single,regularly,yes,2,school_bus,10-May,53,51,50,51.33333333,Average
5,female,group D,some high school,standard,completed,married,regularly,yes,2,private,10-May,87,100,100,95.66666667,Good
6,male,group A,some high school,standard,none,married,regularly,yes,0,private,10-May,85,75,71,77,Good
7,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,7,school_bus,10-May,64,54,61,59.66666667,Average
8,female,group C,bachelor's degree,standard,none,,sometimes,no,2,school_bus,> 10,76,76,82,78,Good
9,female,group D,some high school,standard,completed,married,sometimes,yes,0,,10-May,72,79,83,78,Good
10,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,63,63,65,63.66666667,Average
11,female,group C,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,> 10,85,83,97,88.33333333,Good
12,female,group B,high school,standard,none,married,sometimes,no,1,school_bus,< 5,66,73,69,69.33333333,Average
14,male,group E,bachelor's degree,standard,none,married,regularly,no,1,school_bus,10-May,98,88,91,92.33333333,Good
15,male,group E,high school,free/reduced,completed,divorced,regularly,yes,2,school_bus,10-May,78,69,72,73,Average
16,female,group B,high school,free/reduced,,married,regularly,yes,1,private,10-May,44,46,47,45.66666667,Poor
17,male,group C,some college,standard,none,widowed,never,no,4,school_bus,> 10,64,57,57,59.33333333,Average
18,male,,associate's degree,standard,none,married,,yes,0,school_bus,< 5,77,73,66,72,Average
20,female,group E,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3,school_bus,10-May,78,94,92,88,Good
23,female,group A,bachelor's degree,standard,none,divorced,regularly,yes,1,private,10-May,56,63,68,62.33333333,Average
24,female,group B,some high school,standard,completed,married,sometimes,yes,,private,10-May,50,54,65,56.33333333,Average
25,female,group E,some college,standard,none,married,sometimes,yes,1,school_bus,> 10,74,87,76,79,Good
26,male,group C,some college,standard,none,married,regularly,yes,3,private,10-May,92,84,83,86.33333333,Good
27,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1,school_bus,10-May,75,88,86,83,Good
28,male,group D,associate's degree,standard,,divorced,sometimes,,4,school_bus,> 10,95,84,87,88.66666667,Good
29,female,group D,some high school,standard,completed,married,sometimes,no,1,school_bus,,83,100,100,94.33333333,Good
30,male,group C,some high school,standard,completed,single,sometimes,yes,3,school_bus,10-May,59,60,56,58.33333333,Average
31,female,group D,some high school,free/reduced,none,single,sometimes,yes,,school_bus,10-May,56,65,63,61.33333333,Average
32,male,group E,bachelor's degree,free/reduced,completed,single,never,yes,2,school_bus,10-May,92,86,85,87.66666667,Good
33,male,group D,high school,standard,completed,married,sometimes,yes,3,private,10-May,98,99,98,98.33333333,Good
34,female,group D,master's degree,free/reduced,none,married,sometimes,,1,school_bus,10-May,47,59,65,57,Average
35,male,group C,some college,standard,completed,single,sometimes,no,1,,10-May,87,84,91,87.33333333,Good
36,male,group C,associate's degree,standard,none,single,regularly,no,4,private,10-May,73,58,60,63.66666667,Average
37,male,group B,some high school,free/reduced,completed,married,never,yes,2,school_bus,10-May,65,67,62,64.66666667,Average
38,female,group B,associate's degree,free/reduced,none,divorced,sometimes,no,3,school_bus,> 10,63,75,76,71.33333333,Average
39,female,group D,high school,standard,none,divorced,sometimes,yes,4,school_bus,10-May,68,78,73,73,Average
40,male,group C,associate's degree,standard,none,married,regularly,yes,4,school_bus,< 5,68,58,58,61.33333333,Average
42,female,group E,some college,standard,none,married,regularly,yes,4,school_bus,> 10,82,70,71,74.33333333,Average
43,female,group C,some college,standard,none,single,sometimes,yes,2,private,10-May,62,70,73,68.33333333,Average
44,male,group B,,free/reduced,none,married,sometimes,yes,0,school_bus,10-May,66,63,56,61.66666667,Average
45,male,group D,some college,standard,none,married,regularly,yes,3,school_bus,10-May,63,54,58,58.33333333,Average
46,female,group C,bachelor's degree,free/reduced,completed,married,regularly,yes,1,school_bus,10-May,44,57,62,54.33333333,Average
47,female,,some high school,standard,none,married,sometimes,yes,3,private,10-May,62,65,69,65.33333333,Average
48,male,group C,associate's degree,free/reduced,,married,sometimes,,2,private,> 10,56,55,59,56.66666667,Average
50,male,group E,associate's degree,standard,completed,single,sometimes,yes,3,,10-May,91,79,78,82.66666667,Good
51,female,group C,associate's degree,standard,none,married,sometimes,yes,1,private,< 5,71,76,76,74.33333333,Average
52,female,,bachelor's degree,free/reduced,none,married,never,yes,0,private,10-May,71,81,78,76.66666667,Good
53,female,group A,high school,free/reduced,none,married,never,yes,0,private,10-May,37,51,50,46,Poor
54,female,group D,some college,standard,none,single,regularly,yes,1,school_bus,10-May,83,90,87,86.66666667,Good
55,female,group B,associate's degree,standard,completed,married,,yes,1,school_bus,< 5,55,73,71,66.33333333,Average
56,male,group A,associate's degree,standard,none,married,sometimes,no,3,school_bus,10-May,86,79,78,81,Good
57,female,group D,some high school,standard,none,married,sometimes,no,2,private,< 5,57,68,64,63,Average
58,female,group B,some college,standard,completed,married,regularly,yes,0,,10-May,82,88,95,88.33333333,Good
59,male,group D,master's degree,standard,none,married,never,yes,0,school_bus,< 5,77,75,72,74.66666667,Average
60,female,group C,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,< 5,53,59,61,57.66666667,Average
61,female,group B,associate's degree,standard,none,divorced,regularly,yes,,private,< 5,80,95,88,87.66666667,Good
62,female,group C,high school,standard,completed,divorced,,no,5,school_bus,10-May,58,66,75,66.33333333,Average
63,female,group C,master's degree,free/reduced,completed,divorced,never,no,1,private,< 5,47,66,70,61,Average
64,male,group C,some high school,standard,completed,married,sometimes,yes,3,,< 5,72,78,76,75.33333333,Good
65,female,group D,high school,standard,none,divorced,regularly,yes,5,school_bus,< 5,71,75,79,75,Good
66,female,group C,,standard,none,single,regularly,yes,5,school_bus,10-May,57,65,68,63.33333333,Average
67,female,group A,master's degree,standard,,married,sometimes,no,2,school_bus,10-May,66,69,79,71.33333333,Average
68,male,group D,high school,free/reduced,none,married,regularly,yes,3,,< 5,67,58,57,60.66666667,Average
69,male,group C,associate's degree,standard,completed,married,sometimes,no,2,school_bus,10-May,71,67,59,65.66666667,Average
70,male,group C,associate's degree,standard,none,married,sometimes,yes,1,private,10-May,71,67,69,69,Average
71,female,group C,some college,standard,completed,married,regularly,yes,2,private,< 5,55,72,74,67,Average
72,female,group B,some college,free/reduced,none,married,regularly,yes,1,school_bus,10-May,55,63,65,61,Average
73,female,group C,master's degree,standard,none,married,regularly,yes,,school_bus,< 5,72,80,79,77,Good
74,male,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,10-May,73,73,70,72,Average
75,male,group C,associate's degree,standard,none,single,regularly,yes,4,,< 5,73,70,69,70.66666667,Average
76,female,group B,,standard,completed,widowed,sometimes,no,1,private,10-May,65,66,70,67,Average
77,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,4,private,< 5,65,72,72,69.66666667,Average
78,female,group C,high school,standard,completed,married,regularly,yes,,private,< 5,67,69,71,69,Average
79,female,group D,master's degree,standard,none,married,regularly,yes,3,school_bus,,77,87,94,86,Good
80,female,group C,some college,standard,none,married,regularly,yes,4,private,< 5,45,54,55,51.33333333,Average
81,female,group D,some college,standard,none,divorced,sometimes,yes,3,,10-May,88,93,91,90.66666667,Good
82,female,group E,some college,standard,none,single,sometimes,yes,4,school_bus,< 5,82,88,84,84.66666667,Good
83,female,group C,some high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,62,74,68,68,Average
84,female,group D,some college,free/reduced,none,married,sometimes,yes,2,private,< 5,46,68,68,60.66666667,Average
85,male,group C,some high school,standard,none,married,never,yes,1,school_bus,10-May,85,83,77,81.66666667,Good
86,female,group B,high school,standard,completed,married,sometimes,yes,2,school_bus,10-May,78,93,89,86.66666667,Good
87,male,group D,some high school,standard,completed,married,regularly,yes,2,school_bus,> 10,73,66,73,70.66666667,Average
88,male,group D,,free/reduced,none,,sometimes,,5,private,10-May,78,78,71,75.66666667,Good
89,male,group E,associate's degree,standard,completed,married,regularly,no,3,school_bus,,83,69,76,76,Good
90,male,group C,high school,standard,completed,married,sometimes,no,1,private,10-May,65,80,71,72,Average
91,female,group C,high school,standard,completed,married,regularly,yes,0,school_bus,> 10,82,95,98,91.66666667,Good
92,male,group D,high school,standard,none,divorced,never,yes,1,private,< 5,57,47,47,50.33333333,Average
93,male,group C,some high school,standard,none,married,sometimes,,0,school_bus,< 5,58,49,49,52,Average
94,female,group D,some college,free/reduced,none,married,regularly,yes,0,school_bus,10-May,63,81,78,74,Average
95,male,group E,associate's degree,standard,none,married,sometimes,no,5,,< 5,65,65,57,62.33333333,Average
96,female,group A,some high school,standard,,,regularly,yes,3,school_bus,< 5,50,60,59,56.33333333,Average
97,female,group B,,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,28,40,37,35,Poor
98,male,group C,some college,free/reduced,none,married,never,yes,4,private,< 5,44,44,38,42,Poor
99,female,group C,some college,standard,none,married,sometimes,yes,1,private,10-May,37,45,45,42.33333333,Poor
100,male,group B,some high school,free/reduced,completed,married,sometimes,no,5,private,10-May,51,53,50,51.33333333,Average
101,female,group C,some college,free/reduced,none,married,regularly,yes,3,school_bus,< 5,38,51,55,48,Poor
102,female,group A,master's degree,standard,none,married,sometimes,yes,2,,> 10,79,81,87,82.33333333,Good
103,female,group D,bachelor's degree,standard,,divorced,sometimes,no,2,school_bus,> 10,58,82,83,74.33333333,Average
104,female,group E,high school,standard,none,single,sometimes,no,4,private,10-May,61,68,64,64.33333333,Average
105,female,group D,,free/reduced,none,single,sometimes,no,3,,> 10,44,50,57,50.33333333,Average
106,male,group B,some college,standard,none,divorced,never,yes,4,school_bus,< 5,54,37,34,41.66666667,Poor
107,male,group C,high school,standard,completed,married,sometimes,yes,3,school_bus,10-May,64,54,57,58.33333333,Average
108,female,group A,some college,standard,completed,married,regularly,yes,2,private,10-May,69,72,75,72,Average
109,male,group D,bachelor's degree,standard,completed,married,sometimes,yes,3,school_bus,10-May,91,80,88,86.33333333,Good
110,male,group B,master's degree,standard,none,divorced,regularly,yes,,school_bus,10-May,76,62,60,66,Average
111,female,group E,some college,standard,none,married,regularly,no,3,school_bus,10-May,57,58,55,56.66666667,Average
112,male,group D,some college,free/reduced,none,divorced,,yes,0,school_bus,10-May,36,31,27,31.33333333,Poor
113,female,group A,high school,free/reduced,completed,married,regularly,yes,3,school_bus,10-May,62,70,76,69.33333333,Average
114,male,group C,associate's degree,standard,none,married,never,no,3,private,< 5,62,64,61,62.33333333,Average
115,female,group B,bachelor's degree,standard,completed,married,never,no,2,school_bus,10-May,63,66,73,67.33333333,Average
116,female,,associate's degree,standard,completed,widowed,regularly,yes,2,school_bus,10-May,78,96,88,87.33333333,Good
118,male,group C,some high school,standard,completed,married,sometimes,no,7,school_bus,10-May,49,48,53,50,Poor
119,female,group B,associate's degree,standard,,married,sometimes,yes,1,private,10-May,74,74,77,75,Good
120,male,group C,some high school,standard,completed,married,sometimes,no,3,school_bus,> 10,80,70,70,73.33333333,Average
121,male,group B,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,< 5,81,84,83,82.66666667,Good
122,male,,bachelor's degree,standard,none,married,sometimes,yes,2,,10-May,80,78,79,79,Good
123,male,group B,high school,standard,none,married,regularly,yes,2,school_bus,> 10,78,69,66,71,Average
124,female,group A,associate's degree,free/reduced,completed,married,sometimes,,3,private,10-May,49,63,62,58,Average
125,male,group C,master's degree,free/reduced,none,divorced,regularly,no,1,,10-May,71,73,66,70,Average
126,female,group C,some college,free/reduced,none,married,regularly,yes,1,school_bus,> 10,64,72,71,69,Average
127,male,group C,some college,standard,none,married,regularly,yes,2,school_bus,< 5,95,78,82,85,Good
128,female,group B,high school,standard,none,married,regularly,no,,private,10-May,61,77,72,70,Average
132,male,group B,some college,standard,none,married,regularly,yes,3,school_bus,10-May,77,69,68,71.33333333,Average
133,male,group E,,free/reduced,none,married,,yes,0,school_bus,10-May,75,71,70,72,Average
134,male,group C,bachelor's degree,standard,none,married,never,yes,0,school_bus,10-May,91,93,86,90,Good
135,male,group E,some college,standard,none,single,sometimes,yes,1,school_bus,10-May,85,75,74,78,Good
136,male,group D,associate's degree,standard,completed,married,sometimes,no,,school_bus,< 5,79,70,63,70.66666667,Average
137,female,group C,associate's degree,standard,none,married,regularly,yes,4,school_bus,10-May,84,97,96,92.33333333,Good
138,female,group C,bachelor's degree,standard,completed,single,regularly,yes,3,private,> 10,75,80,88,81,Good
139,female,group E,some college,standard,completed,divorced,sometimes,yes,2,school_bus,10-May,69,68,73,70,Average
140,female,group A,associate's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,39,57,52,49.33333333,Poor
141,male,group C,high school,standard,none,married,sometimes,no,4,school_bus,10-May,72,66,64,67.33333333,Average
142,female,group E,high school,free/reduced,none,married,sometimes,yes,1,school_bus,10-May,38,39,45,40.66666667,Poor
143,male,group C,some high school,free/reduced,,divorced,sometimes,yes,2,school_bus,< 5,50,46,44,46.66666667,Poor
144,male,group B,some high school,standard,completed,married,sometimes,yes,0,school_bus,< 5,72,67,67,68.66666667,Average
145,male,group B,some high school,free/reduced,completed,married,sometimes,yes,3,private,< 5,32,46,43,40.33333333,Poor
146,female,group E,master's degree,standard,none,divorced,regularly,no,3,school_bus,10-May,97,87,84,89.33333333,Good
147,male,group D,bachelor's degree,standard,completed,single,sometimes,yes,3,school_bus,< 5,76,74,74,74.66666667,Average
148,female,group C,some high school,standard,none,divorced,sometimes,yes,1,school_bus,10-May,64,66,63,64.33333333,Average
149,female,group C,some high school,standard,completed,divorced,sometimes,yes,0,,< 5,71,76,75,74,Average
150,female,,associate's degree,free/reduced,none,married,regularly,yes,1,school_bus,< 5,54,49,55,52.66666667,Average
152,male,group D,,standard,none,single,sometimes,yes,4,private,< 5,66,66,66,66,Average
153,male,group C,high school,standard,completed,married,never,no,1,school_bus,10-May,78,72,68,72.66666667,Average
154,female,group C,associate's degree,standard,none,single,sometimes,no,3,school_bus,10-May,95,97,94,95.33333333,Good
155,male,group D,high school,standard,none,married,sometimes,yes,0,private,10-May,80,81,78,79.66666667,Good
156,female,group D,some college,standard,completed,married,sometimes,no,,school_bus,10-May,42,47,59,49.33333333,Poor
157,female,group D,associate's degree,free/reduced,none,single,,yes,1,school_bus,10-May,49,57,54,53.33333333,Average
158,male,group D,some high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,71,56,61,62.66666667,Average
159,female,group D,some high school,standard,completed,divorced,regularly,,2,,10-May,85,96,97,92.66666667,Good
160,female,,associate's degree,standard,none,married,never,no,1,private,10-May,52,64,65,60.33333333,Average
161,female,group B,bachelor's degree,free/reduced,completed,divorced,regularly,yes,1,private,< 5,53,80,84,72.33333333,Average
162,male,,some college,free/reduced,none,divorced,regularly,yes,7,school_bus,> 10,53,47,44,48,Poor
163,male,group E,some college,free/reduced,none,married,regularly,yes,4,private,10-May,79,70,70,73,Average
164,male,group D,bachelor's degree,standard,completed,single,sometimes,no,2,private,10-May,91,85,93,89.66666667,Good
165,female,group C,high school,standard,completed,married,sometimes,yes,7,school_bus,> 10,75,73,84,77.33333333,Good
166,female,group C,high school,standard,none,divorced,sometimes,yes,3,,< 5,64,67,65,65.33333333,Average
167,male,group D,some college,standard,none,single,regularly,yes,0,private,10-May,77,70,72,73,Average
168,female,group B,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,< 5,69,82,84,78.33333333,Good
169,male,group E,some high school,free/reduced,,married,regularly,yes,1,school_bus,> 10,85,82,77,81.33333333,Good
170,female,group D,master's degree,standard,none,divorced,never,yes,1,school_bus,10-May,76,87,91,84.66666667,Good
171,male,group D,bachelor's degree,standard,completed,married,regularly,no,4,school_bus,< 5,93,87,97,92.33333333,Good
172,female,group E,some high school,standard,none,married,sometimes,yes,3,school_bus,< 5,81,85,79,81.66666667,Good
173,male,group C,some high school,standard,none,married,sometimes,no,1,school_bus,10-May,74,70,69,71,Average
174,female,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,< 5,58,68,65,63.66666667,Average
175,female,group E,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,10-May,86,91,89,88.66666667,Good
176,male,group D,some college,standard,none,single,sometimes,yes,1,school_bus,10-May,55,62,52,56.33333333,Average
177,male,group A,associate's degree,standard,none,divorced,never,yes,0,school_bus,< 5,64,75,71,70,Average
178,female,group B,associate's degree,standard,none,single,sometimes,,0,private,10-May,67,69,74,70,Average
179,male,group B,some high school,free/reduced,none,married,regularly,no,2,private,10-May,57,52,45,51.33333333,Average
180,male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,private,10-May,77,76,81,78,Good
181,male,group A,some college,standard,none,married,sometimes,yes,0,private,< 5,75,78,71,74.66666667,Average
182,male,group B,some high school,standard,,single,regularly,yes,1,school_bus,10-May,83,83,75,80.33333333,Good
183,male,group C,bachelor's degree,standard,completed,married,,yes,3,school_bus,10-May,68,67,69,68,Average
186,male,group C,bachelor's degree,standard,none,married,never,no,3,school_bus,10-May,85,85,86,85.33333333,Good
187,male,group C,,free/reduced,none,divorced,regularly,yes,0,school_bus,10-May,60,62,63,61.66666667,Average
188,female,group D,associate's degree,free/reduced,none,single,regularly,yes,1,school_bus,10-May,69,69,67,68.33333333,Average
189,female,group B,some high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,10-May,65,61,59,61.66666667,Average
191,female,group C,,standard,none,married,regularly,yes,2,school_bus,10-May,85,95,89,89.66666667,Good
192,female,,associate's degree,standard,none,single,sometimes,,0,school_bus,< 5,69,75,78,74,Average
193,male,group A,associate's degree,standard,none,married,regularly,no,3,school_bus,10-May,80,77,73,76.66666667,Good
194,female,group A,some high school,free/reduced,none,divorced,sometimes,yes,2,private,10-May,58,82,73,71,Average
195,female,group D,master's degree,standard,none,single,regularly,yes,1,private,10-May,90,95,96,93.66666667,Good
196,male,group B,some high school,standard,none,single,regularly,yes,,school_bus,10-May,69,66,59,64.66666667,Average
197,male,group D,some college,free/reduced,none,married,regularly,no,1,school_bus,< 5,52,48,46,48.66666667,Poor
198,female,group C,associate's degree,free/reduced,completed,married,sometimes,yes,4,private,> 10,64,84,82,76.66666667,Good
202,male,group C,some college,free/reduced,none,,regularly,yes,1,,10-May,73,69,64,68.66666667,Average
203,female,group B,some high school,free/reduced,,married,regularly,no,2,private,> 10,45,62,64,57,Average
204,female,group E,associate's degree,standard,completed,married,sometimes,no,1,private,< 5,77,81,87,81.66666667,Good
205,male,group E,high school,free/reduced,none,single,regularly,no,3,school_bus,10-May,60,54,49,54.33333333,Average
206,female,,high school,standard,,single,sometimes,yes,0,,> 10,65,64,75,68,Average
207,male,group D,high school,free/reduced,completed,divorced,sometimes,no,3,private,10-May,62,59,63,61.33333333,Average
208,female,group C,some college,free/reduced,completed,married,regularly,yes,2,school_bus,> 10,71,76,81,76,Good
209,male,group D,associate's degree,standard,none,married,sometimes,yes,0,private,< 5,90,84,80,84.66666667,Good
210,male,,associate's degree,standard,none,married,regularly,yes,3,school_bus,10-May,82,78,78,79.33333333,Good
211,male,group C,some college,standard,completed,married,regularly,no,3,private,> 10,64,70,70,68,Average
212,male,group C,some college,standard,none,divorced,sometimes,yes,2,school_bus,< 5,74,63,59,65.33333333,Average
213,male,group D,high school,standard,none,married,sometimes,yes,1,,10-May,83,71,67,73.66666667,Average
214,male,group D,bachelor's degree,standard,completed,widowed,,yes,1,school_bus,< 5,95,96,98,96.33333333,Good
215,female,group B,high school,standard,,married,sometimes,no,1,school_bus,10-May,63,73,77,71,Average
216,male,group B,some college,standard,,single,never,yes,3,school_bus,10-May,59,59,55,57.66666667,Average
217,male,,some high school,free/reduced,none,married,never,no,2,school_bus,10-May,77,76,70,74.33333333,Average
218,male,group B,associate's degree,standard,completed,married,sometimes,yes,0,school_bus,10-May,98,88,93,93,Good
219,male,group D,some college,free/reduced,none,single,never,yes,2,private,> 10,72,68,67,69,Average
220,male,group E,associate's degree,standard,none,single,sometimes,yes,4,school_bus,< 5,90,85,80,85,Good
221,male,group B,high school,standard,none,married,regularly,yes,,school_bus,10-May,90,93,84,89,Good
222,female,group A,some high school,standard,completed,married,regularly,yes,3,private,> 10,63,66,70,66.33333333,Average
223,male,group B,some college,standard,none,married,sometimes,no,5,school_bus,10-May,82,89,76,82.33333333,Good
224,female,,associate's degree,standard,none,single,regularly,yes,3,school_bus,> 10,64,74,74,70.66666667,Average
225,male,group A,high school,free/reduced,completed,divorced,sometimes,yes,,private,> 10,47,62,56,55,Average
226,male,group E,some high school,free/reduced,none,married,regularly,yes,2,private,< 5,52,46,41,46.33333333,Poor
227,female,group D,high school,standard,none,single,regularly,no,2,school_bus,> 10,77,71,77,75,Good
228,male,group D,some college,standard,none,single,sometimes,no,4,private,10-May,89,71,69,76.33333333,Good
229,male,group C,some college,standard,,married,sometimes,yes,4,school_bus,10-May,64,61,59,61.33333333,Average
230,female,group E,,free/reduced,none,widowed,never,no,1,school_bus,< 5,55,61,55,57,Average
231,female,group C,associate's degree,standard,none,divorced,sometimes,yes,3,,10-May,81,87,80,82.66666667,Good
232,male,group E,high school,standard,completed,divorced,regularly,yes,1,school_bus,< 5,71,59,55,61.66666667,Average
